ROWID,HCS_POS_POSITION,HCS_POS_GRADE_SUB,POS_CAT_DESCR,POS_CAT,LOCATION,DESCR,DEPTID,Department, PAYGROUP ,POSITION_NBR, BUILDING ,HIRE_DT,TERMINATION_DT,YOS,BIRTHDATE,AGE,HCS_POS_TYPE,REASON_LEAVE,ACTION_REASON,GRADE,STEP,ANNUAL_RT,DAILY_RT,EMPL_STATUS
131,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,8/6/2016,6/5/2023,7,3/23/1965,59,1,Retire,3,31,31,86746.4,456.56,0
132,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,8/6/2016,8/8/2016,0,10/13/1990,34,1,Family Reasons ,7,28,3,38214.7,201.13,0
133,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3588,10,8/6/2016,4/25/2024,8,3/31/1965,59,1,Active,1,31,32,91002.4,478.96,1
134,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,9/26/2016,4/25/2024,8,6/6/1971,53,1,Active,1,31,14,65603.2,345.28,1
135,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,10/3/2016,4/25/2024,8,11/13/1980,44,1,Active,1,31,7,57957.6,305.04,1
136,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,8/6/2017,6/30/2022,5,9/7/1985,39,1,Another Position in Education ,6,31,13,57927.2,304.88,0
137,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,8/6/2017,6/30/2022,5,8/22/1988,36,1,Moving,12,31,4,48472.8,255.12,0
138,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,8/14/2017,4/25/2024,7,3/6/1985,39,1,Active,1,31,6,56954.4,299.76,1
139,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,12/9/2019,6/30/2023,4,1/18/1994,30,1,Leaving Profession,5,31,2,50600.8,266.32,0
140,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,8/6/2021,4/25/2024,3,2/25/1979,45,1,Active,1,31,7,57957.6,305.04,1
141,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3588,10,8/6/2021,6/30/2023,2,10/21/1999,25,1,Family Reasons ,7,29,1,46208,243.2,0
142,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,8/3/2022,4/25/2024,2,10/24/1981,43,1,Active,1,31,8,29495.6,155.24,1
143,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,7/20/2022,8/2/2023,1,5/25/1978,46,1,Declined Position ,9,28,0,46268.8,243.52,0
144,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,1/17/2023,4/25/2024,1,7/12/1999,25,1,Active,1,31,0,51300,270,1
145,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,2/27/2023,4/25/2024,1,4/3/1986,38,1,Active,1,28,0,46268.8,243.52,1
146,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,8/3/2023,4/25/2024,1,4/17/1965,59,1,Active,1,32,13,68628,361.2,1
147,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3477,10,8/3/2023,4/25/2024,1,5/18/1990,34,1,Active,1,31,9,60040,316,1
148,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3588,10,4/27/2023,4/25/2024,1,5/25/1999,25,1,Active,1,31,0,51300,270,1
149,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,8/3/2023,4/25/2024,1,12/6/1969,55,1,Active,1,31,25,79982.4,420.96,1
150,TEACHER,HIGH,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,3588,10,8/10/2023,4/25/2024,1,2/14/1972,52,1,Active,1,28,28,75711.2,398.48,1
151,TEACHER,MAJORS,Teachers,1,198,Acad Tech and Academics,198,Acad Tech and Academics,190,5011,10,2/16/2024,4/25/2024,0,6/7/1998,26,1,Active,1,31,0,51300,270,1
152,TECHASST,N/A,Support Staff,8,198,Acad Tech and Academics,198,Acad Tech and Academics,200,5084,10,3/8/2005,4/25/2024,19,8/9/1970,54,0,Active,1,105,23,38160,190.8,1
153,LEARNSPEC,LANGARTS,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2085,Academics -  Middle,220,1172,70,8/16/1999,4/25/2024,25,11/4/1974,50,1,Active,1,209,24,90622.4,411.92,1
154,LEARNSPEC,MIDDLE,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2085,Academics -  Middle,220,1180,70,8/9/2001,4/25/2024,23,10/9/1968,56,1,Active,1,209,21,85448,388.4,1
155,LEARNSPEC,SCIENCE,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2085,Academics -  Middle,220,6287,70,5/12/2010,4/25/2024,14,9/30/1985,39,1,Active,1,209,12,71632,325.6,1
156,LEARNSPEC,INTERVENT,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2085,Academics -  Middle,220,2017,70,8/13/2010,4/25/2024,14,2/15/1988,36,1,Active,1,209,13,73040,332,1
157,LEARNSPEC,SOCSTUD,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2085,Academics -  Middle,220,6286,70,8/15/2011,4/25/2024,13,12/23/1986,38,1,Active,1,209,9,67531.2,306.96,1
158,PROGSPEC,FAMILYPLAN,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2081,Academics - All Title Schools,220,1176,70,9/20/2004,6/30/2015,11,1/19/1968,56,1,Retire,3,204,15,59741.34,271.5515455,0
159,AIDE,PARCHDEDUC,Support Staff,8,403,Horry Street,2082,Academics - Elementary,190,1603,70,8/20/1992,1/17/2017,25,8/12/1950,74,0,Retire,3,17,28,24473.064,128.8056,0
160,AIDE,PARCHDEDUC,Support Staff,8,403,Horry Street,2082,Academics - Elementary,190,1603,70,10/11/1998,3/4/2018,20,5/25/1967,57,0,Family Reasons ,7,17,21,22011.5,115.85,0
161,AIDE,PARCHDEDUC,Support Staff,8,100,District Office,2082,Academics - Elementary,190,1603,80,10/7/2002,12/31/2020,18,5/14/1958,66,0,Retire,3,18,31,28027.356,147.5124,0
162,AIDE,PARCHDEDUC,Support Staff,8,100,District Office,2082,Academics - Elementary,190,1603,80,8/18/2003,7/11/2019,16,5/4/1965,59,0,Unknown,4,18,30,27477.8,144.62,0
163,AIDE,PARCHDEDUC,Support Staff,8,103,Learning Srvcs Multi-School,2082,Academics - Elementary,190,5125,70,10/17/2005,2/28/2016,11,4/2/1965,59,0,Health Issues ,10,17,11,19058.9,100.31,0
164,AIDE,PARCHDEDUC,Support Staff,8,103,Learning Srvcs Multi-School,2082,Academics - Elementary,190,1603,70,8/12/2008,11/2/2010,2,9/16/1953,71,0,Unknown,4,18,3,16651.6,87.64,0
165,AIDE,PARCHDEDUC,Support Staff,8,403,Horry Street,2082,Academics - Elementary,190,1603,70,10/31/2008,3/16/2016,8,1/24/1973,51,0,Leaving Profession,5,18,12,20242.6,106.54,0
166,AIDE,PARCHDEDUC,Support Staff,8,100,District Office,2082,Academics - Elementary,190,1603,80,10/26/2010,5/14/2019,9,10/15/1952,72,0,Death,2,18,30,27477.8,144.62,0
167,AIDE,PARCHDEDUC,Support Staff,8,403,Horry Street,2082,Academics - Elementary,190,1603,70,10/5/2012,8/5/2014,2,3/14/1988,36,0,Another Position in Education ,6,18,5,18021.5,94.85,0
168,AIDE,PARCHDEDUC,Support Staff,8,103,Learning Srvcs Multi-School,2082,Academics - Elementary,190,1603,70,1/15/2016,6/30/2019,3,7/15/1992,32,0,Another Position in Education ,6,17,4,17236.8,90.72,0
169,COORD,PAREARLYCH,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,246,1171,70,9/8/1977,4/25/2024,47,11/27/1951,73,1,Retire,3,33,28,91515.353,372.0136301,0
170,LEADPARAPR,PARCHDEDUC,Support Staff,8,100,District Office,2082,Academics - Elementary,195,1583,80,10/7/2002,12/31/2020,18,12/14/1950,74,0,Retire,3,21,31,35183.421,180.4278,0
171,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,6283,70,8/9/2000,4/25/2024,24,12/31/1971,53,1,Active,1,209,28,98014.4,445.52,1
172,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,2861,70,8/20/2004,4/25/2024,20,3/11/1982,42,1,Active,1,209,17,79006.4,359.12,1
173,LEARNSPEC,LANGARTS,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,1177,70,8/18/1997,6/30/2020,23,4/30/1959,65,1,Retire,3,33,23,77128.524,350.5842,0
174,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,5661,70,11/16/1998,4/25/2024,26,9/12/1975,49,1,Active,1,209,24,90622.4,411.92,1
175,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,2861,70,8/12/1996,4/25/2024,28,6/27/1966,58,1,Active,1,209,30,101992,463.6,1
176,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,2861,70,8/22/2005,4/25/2024,19,5/21/1980,44,1,Active,1,209,17,79006.4,359.12,1
177,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,2861,70,8/18/2008,4/25/2024,16,10/6/1986,38,1,Active,1,209,14,74483.2,338.56,1
178,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,2861,70,8/13/2010,4/25/2024,14,10/5/1988,36,1,Active,1,209,13,73040,332,1
179,LEARNSPEC,ELEM,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2082,Academics - Elementary,220,2861,70,8/15/2011,4/25/2024,13,5/23/1982,42,1,Active,1,209,15,75961.6,345.28,1
180,LEARNSPEC,SOCSTUD,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2084,Academics - High Schools,220,4281,70,9/26/2006,4/25/2024,18,11/11/1980,44,1,Active,1,209,15,75961.6,345.28,1
181,LEARNSPEC,N/A,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2084,Academics - High Schools,220,1102,70,8/1/2007,4/25/2024,17,5/2/1983,41,1,Active,1,209,17,79006.4,359.12,1
182,LEARNSPEC,HIGH,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2084,Academics - High Schools,220,1101,70,8/18/2008,11/20/2012,4,5/24/1970,54,1,Death,2,33,17,68497.428,311.3519455,0
183,LEARNSPEC,HIGH,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2084,Academics - High Schools,220,1101,70,8/6/2014,4/25/2024,10,10/9/1970,54,1,Active,1,209,30,101992,463.6,1
184,LEARNSPEC,SCIENCE,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2084,Academics - High Schools,220,1090,70,8/8/2017,4/25/2024,7,9/2/1987,37,1,Active,1,209,7,64944,295.2,1
185,COACH,ESL,Teachers,1,100,District Office,2080,Academics - MultiSchool,210,4867,80,8/17/1998,4/25/2024,26,8/5/1967,57,1,Active,1,31,25,88401.6,420.96,1
186,COACH,ESL,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,210,4575,70,3/1/2005,4/25/2024,19,3/25/1981,43,1,Active,1,31,17,76507.2,364.32,1
187,COACH,ESL,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,210,4867,70,4/28/2014,4/25/2024,10,9/14/1975,49,1,Active,1,31,9,66360,316,1
188,COACH,ESL,Teachers,1,100,District Office,2080,Academics - MultiSchool,210,4867,80,7/6/2014,6/23/2021,7,1/30/1957,67,1,Retire,3,32,13,63625.249,302.9773762,0
189,COACH,ESL,Teachers,1,100,District Office,2080,Academics - MultiSchool,210,4867,80,8/12/2014,4/25/2024,10,2/9/1971,53,1,Active,1,29,21,76507.2,364.32,1
190,COORD,LEARNSER,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,246,1089,70,8/20/1985,4/25/2024,39,7/28/1952,72,1,Retire,3,33,29,97116.921,394.7842317,0
191,COORD,LEARNSER,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,246,1089,70,6/1/2007,4/25/2024,17,10/25/1975,49,1,Active,1,210,21,100308.96,407.76,1
192,LEARNSPEC,SOCSTUD,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,4281,70,7/23/2001,6/30/2021,20,3/19/1951,73,1,Retire,3,33,31,90361.392,410.7336,0
193,LEARNSPEC,FORLANG,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,1015,70,8/20/1997,4/25/2024,27,3/21/1971,53,1,Active,1,209,26,94230.4,428.32,1
194,LEARNSPEC,FINEARTS,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,1087,70,1/4/1988,6/30/2016,28,4/21/1953,71,1,Retire,3,33,28,85149.541,387.0433682,0
195,LEARNSPEC,FINEARTS,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,1087,70,7/30/1991,4/25/2024,33,4/19/1962,62,1,Active,1,209,30,105463.232,479.3783273,1
196,LEARNSPEC,DIGITALINT,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,4704,70,10/10/2005,3/9/2015,10,2/8/1982,42,1,Another Position in Education ,6,33,9,58470.113,265.7732409,0
197,LEARNSPEC,DIGITALINT,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,4704,70,11/1/2005,4/25/2024,19,4/23/1984,40,1,Active,1,209,15,75961.6,345.28,1
198,LEARNSPEC,DIGITALINT,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,4704,70,8/18/2008,4/25/2024,16,8/24/1964,60,1,Active,1,209,30,101992,463.6,1
199,LEARNSPEC,DIGITALINT,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,4704,70,8/17/2009,4/25/2024,15,4/6/1987,37,1,Active,1,209,14,74483.2,338.56,1
200,LEARNSPEC,DIGITALINT,Non-Teaching Prof,7,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,220,4704,70,8/14/2012,1/5/2020,8,3/9/1989,35,1,Another Position in Education ,6,33,7,56201.878,255.4630818,0
201,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,2080,Academics - MultiSchool,190,1077,30,8/19/1997,4/25/2024,27,5/29/1964,60,1,Active,1,32,20,77869.6,409.84,1
202,TEACHER,ESL,Teachers,1,4,Conway High,2080,Academics - MultiSchool,190,1077,10,8/12/1996,4/25/2024,28,6/2/1972,52,1,Active,1,31,28,84481.6,444.64,1
203,TEACHER,ESL,Teachers,1,32,Loris Elementary,2080,Academics - MultiSchool,190,1077,30,9/22/1986,4/25/2024,38,11/10/1962,62,1,Active,1,32,32,97112.8,511.12,1
204,TEACHER,ESL,Teachers,1,73,Myrtle Beach Primary,2080,Academics - MultiSchool,190,1077,30,8/19/1986,4/25/2024,38,8/31/1964,60,1,Active,1,32,32,97112.8,511.12,1
205,TEACHER,ESL,Teachers,1,62,Black Water Middle,2080,Academics - MultiSchool,190,1077,20,10/1/2004,4/25/2024,20,10/31/1969,55,1,Active,1,28,17,62168,327.2,1
206,TEACHER,ESL,Teachers,1,72,Myrtle Beach Early Childhood,2080,Academics - MultiSchool,190,1077,30,8/12/1996,4/25/2024,28,5/21/1973,51,1,Active,1,29,27,77140,406,1
207,TEACHER,ESL,Teachers,1,58,St. James High,2080,Academics - MultiSchool,190,1077,10,8/20/2004,4/25/2024,20,9/1/1978,46,1,Active,1,31,19,71759.2,377.68,1
208,TEACHER,ESL,Teachers,1,67,Waterway Elementary,2080,Academics - MultiSchool,190,1077,30,8/20/2004,4/25/2024,20,5/14/1978,46,1,Active,1,31,13,64448,339.2,1
209,TEACHER,ESL,Teachers,1,54,Socastee Elementary,2080,Academics - MultiSchool,190,1077,30,8/18/2003,4/25/2024,21,2/9/1970,54,1,Active,1,32,24,83752,440.8,1
210,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,2080,Academics - MultiSchool,190,1077,10,7/1/2004,6/30/2023,19,12/26/1978,46,1,Unknown,4,31,8,56483.2,297.28,0
211,TEACHER,ESL,Teachers,1,33,Midland Elementary,2080,Academics - MultiSchool,190,1077,30,8/20/2004,4/25/2024,20,6/21/1975,49,1,Active,1,35,25,90956.8,478.72,1
212,TEACHER,ESL,Teachers,1,56,Palmetto Bays Elementary,2080,Academics - MultiSchool,190,1077,30,8/22/2005,4/25/2024,19,6/9/1983,41,1,Active,1,29,6,53108.8,279.52,1
213,TEACHER,READING,Teachers,1,56,Palmetto Bays Elementary,2080,Academics - MultiSchool,190,5058,30,1/30/2006,6/30/2017,11,1/23/1972,52,1,Temporary Agreements ,8,28,10,43897.6,231.04,0
214,TEACHER,ESL,Teachers,1,29,Lakewood Elementary,2080,Academics - MultiSchool,190,1077,30,4/24/2006,4/25/2024,18,1/10/1966,58,1,Active,1,31,12,63308,333.2,1
215,TEACHER,ESL,Teachers,1,36,Conway Elementary,2080,Academics - MultiSchool,190,1077,30,10/24/2006,4/25/2024,18,6/26/1965,59,1,Active,1,31,19,71759.2,377.68,1
216,TEACHER,ESL,Teachers,1,14,Aynor Elementary,2080,Academics - MultiSchool,190,1077,30,5/2/2008,4/25/2024,16,5/20/1986,38,1,Active,1,31,15,66788.8,351.52,1
217,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,2080,Academics - MultiSchool,190,1077,30,3/23/2010,4/25/2024,14,6/20/1963,61,1,Active,1,31,26,81456.8,428.72,1
218,TEACHER,ESL,Teachers,1,37,North Myrtle Beach Middle,2080,Academics - MultiSchool,190,1077,20,3/8/2011,4/25/2024,13,6/4/1966,58,1,Active,1,31,16,67989.6,357.84,1
219,TEACHER,READING,Teachers,1,54,Socastee Elementary,2080,Academics - MultiSchool,190,5058,30,10/7/2011,1/1/2018,7,6/7/1964,60,1,Leaving Profession,5,32,8,49637.5,261.25,0
220,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,2080,Academics - MultiSchool,190,1077,10,4/23/2012,4/25/2024,12,2/25/1980,44,1,Active,1,31,5,55951.2,294.48,1
221,TEACHER,ESL,Teachers,1,2,North Myrtle Beach High,2080,Academics - MultiSchool,190,1077,10,8/14/2012,4/25/2024,12,9/27/1984,40,1,Active,1,31,12,63308,333.2,1
222,TEACHER,ESL,Teachers,1,2,North Myrtle Beach High,2080,Academics - MultiSchool,190,1077,10,6/11/2012,7/30/2022,10,9/18/1995,29,1,Another Position in Education ,6,29,1,42195.2,222.08,0
223,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,2080,Academics - MultiSchool,190,1077,10,8/5/2013,4/25/2024,11,11/23/1980,44,1,Active,1,28,2,47864.8,251.92,1
224,TEACHER,ESL,Teachers,1,45,South Conway Elementary,2080,Academics - MultiSchool,190,1077,30,2/20/2014,4/25/2024,10,1/31/1992,32,1,Active,1,31,9,60040,316,1
225,TEACHER,READING,Teachers,1,32,Loris Elementary,2080,Academics - MultiSchool,190,5058,30,8/6/2014,7/4/2016,2,2/15/1991,33,1,Another Position in Education ,6,28,3,37466.191,197.1904789,0
226,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,2080,Academics - MultiSchool,190,1077,30,7/28/2014,4/25/2024,10,9/6/1977,47,1,Active,1,31,21,74388.8,391.52,1
227,TEACHER,ESL,Teachers,1,49,Carolina Forest Elementary,2080,Academics - MultiSchool,190,1077,30,8/6/2014,4/25/2024,10,7/28/1991,33,1,Active,1,31,8,58991.2,310.48,1
228,TEACHER,ESL,Teachers,1,176,SOAR Academy,2080,Academics - MultiSchool,190,1077,50,11/24/2014,8/6/2021,7,5/12/1967,57,1,Family Reasons ,7,32,8,56255.2,296.08,0
229,TEACHER,ESL,Teachers,1,11,Socastee High,2080,Academics - MultiSchool,190,1077,10,8/6/2015,1/26/2020,5,2/23/1990,34,1,Moving,12,31,7,50027.717,263.3037737,0
230,TEACHER,ESL,Teachers,1,4,Conway High,2080,Academics - MultiSchool,190,1077,10,5/8/2015,6/30/2023,8,11/9/1990,34,1,Family Reasons ,7,28,6,48776.8,256.72,0
231,TEACHER,ESL,Teachers,1,10,Myrtle Beach High,2080,Academics - MultiSchool,190,1077,10,8/12/2015,4/25/2024,9,4/20/1981,43,1,Active,1,31,8,58991.2,310.48,1
232,TEACHER,ESL,Teachers,1,16,Myrtle Beach Middle,2080,Academics - MultiSchool,190,1077,20,12/1/2015,4/25/2024,9,8/18/1981,43,1,Active,1,31,4,54993.6,289.44,1
233,TEACHER,ESL,Teachers,1,65,River Oaks Elementary,2080,Academics - MultiSchool,190,1077,30,12/11/2015,4/25/2024,9,12/10/1974,50,1,Active,1,28,3,48700.8,256.32,1
234,TEACHER,ESL,Teachers,1,49,Carolina Forest Elementary,2080,Academics - MultiSchool,190,1077,30,4/7/2016,4/25/2024,8,10/22/1993,31,1,Active,1,28,6,51284.8,269.92,1
235,TEACHER,ESL,Teachers,1,62,Black Water Middle,2080,Academics - MultiSchool,190,1077,20,4/14/2016,7/24/2022,6,1/9/1992,32,1,Another Position in Education ,6,31,4,48472.8,255.12,0
236,TEACHER,ESL,Teachers,1,16,Myrtle Beach Middle,2080,Academics - MultiSchool,190,1077,20,8/8/2016,4/25/2024,8,7/15/1991,33,1,Active,1,32,9,63900.8,336.32,1
237,TEACHER,ESL,Teachers,1,74,Myrtle Beach Elementary,2080,Academics - MultiSchool,190,1077,30,8/6/2016,4/25/2024,8,9/25/1964,60,1,Active,1,32,19,76471.2,402.48,1
238,TEACHER,ESL,Teachers,1,52,Carolina Forest High,2080,Academics - MultiSchool,190,1077,10,1/23/2017,4/25/2024,7,10/8/1968,56,1,Active,1,31,5,55951.2,294.48,1
239,TEACHER,ESL,Teachers,1,67,Waterway Elementary,2080,Academics - MultiSchool,190,1077,30,2/20/2017,4/25/2024,7,7/21/1988,36,1,Active,1,28,4,49536.8,260.72,1
240,TEACHER,ESL,Teachers,1,29,Lakewood Elementary,2080,Academics - MultiSchool,190,1077,30,4/28/2017,8/4/2021,4,2/22/1969,55,1,Moving,12,31,13,56340.305,296.5279211,0
241,TEACHER,ESL,Teachers,1,11,Socastee High,2080,Academics - MultiSchool,190,1077,10,3/13/2017,4/25/2024,7,10/13/1980,44,1,Active,1,31,12,63308,333.2,1
242,TEACHER,ESL,Teachers,1,28,Kingston Elementary,2080,Academics - MultiSchool,190,1077,30,3/22/2017,4/25/2024,7,10/23/1987,37,1,Active,1,31,11,62198.4,327.36,1
243,TEACHER,ESL,Teachers,1,52,Carolina Forest High,2080,Academics - MultiSchool,190,1077,10,4/25/2017,4/25/2024,7,7/6/1995,29,1,Active,1,31,6,56954.4,299.76,1
244,TEACHER,ESL,Teachers,1,30,St. James Elementary,2080,Academics - MultiSchool,190,1077,30,4/26/2017,4/25/2024,7,12/24/1990,34,1,Active,1,31,5,55951.2,294.48,1
245,TEACHER,STEM,Teachers,1,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,190,6490,70,8/6/2017,4/25/2024,7,3/5/1970,54,1,Active,1,31,17,69220.8,364.32,1
246,TEACHER,ESL,Teachers,1,6,Green Sea Floyds High,2080,Academics - MultiSchool,190,1077,10,8/14/2017,4/25/2024,7,9/27/1957,67,1,Retire,3,31,18,31973.2,168.28,0
247,TEACHER,ESL,Teachers,1,60,Ocean Bay Elementary,2080,Academics - MultiSchool,190,1077,30,8/2/2017,4/25/2024,7,9/27/1961,63,1,Active,1,31,32,91002.4,478.96,1
248,TEACHER,ESL,Teachers,1,71,St James Intermediate,2080,Academics - MultiSchool,190,1077,30,8/14/2017,4/25/2024,7,3/29/1958,66,1,Active,1,31,23,77124.8,405.92,1
249,TEACHER,ESL,Teachers,1,8,Loris High,2080,Academics - MultiSchool,190,1077,10,8/24/2017,4/25/2024,7,9/2/1962,62,1,Active,1,31,6,56954.4,299.76,1
250,TEACHER,ESL,Teachers,1,16,Myrtle Beach Middle,2080,Academics - MultiSchool,190,1077,20,12/6/2017,4/25/2024,7,8/29/1996,28,1,Active,1,31,4,54993.6,289.44,1
251,TEACHER,ESL,Teachers,1,52,Carolina Forest High,2080,Academics - MultiSchool,190,1077,10,12/6/2017,4/25/2024,7,6/2/1979,45,1,Active,1,32,5,59538.4,313.36,1
252,TEACHER,ESL,Teachers,1,52,Carolina Forest High,2080,Academics - MultiSchool,190,1077,10,2/9/2018,1/28/2021,3,4/8/1972,52,1,Moving,12,31,7,50027.717,263.3037737,0
253,TEACHER,ESL,Teachers,1,51,Forestbrook Middle,2080,Academics - MultiSchool,190,1077,20,8/6/2018,4/25/2024,6,3/4/1985,39,1,Active,1,32,7,61681.6,324.64,1
254,TEACHER,ESL,Teachers,1,72,Myrtle Beach Early Childhood,2080,Academics - MultiSchool,190,1077,30,8/6/2018,4/25/2024,6,9/9/1989,35,1,Active,1,28,11,55936,294.4,1
255,TEACHER,ESL,Teachers,1,103,Learning Srvcs Multi-School,2080,Academics - MultiSchool,190,1077,70,6/11/2018,4/25/2024,6,8/2/1976,48,1,Active,1,31,21,74388.8,391.52,1
256,TEACHER,ESL,Teachers,1,50,Seaside Elementary,2080,Academics - MultiSchool,190,1077,30,8/6/2018,6/30/2019,1,3/23/1990,34,1,Moving,12,32,6,48186.09,253.611,0
257,TEACHER,ESL,Teachers,1,60,Ocean Bay Elementary,2080,Academics - MultiSchool,190,1077,30,8/6/2018,4/25/2024,6,9/6/1995,29,1,Active,1,31,5,55951.2,294.48,1
258,TEACHER,ESL,Teachers,1,49,Carolina Forest Elementary,2080,Academics - MultiSchool,190,1077,30,8/6/2018,4/25/2024,6,12/19/1981,43,1,Active,1,31,18,70467.2,370.88,1
